type,question_id,question,button_name,country
"significant,20","significant,20,Bulgaria",The most significant event that happened to Bulgaria in the past 20 years is,Most significant event in the past 20 yrs,Bulgaria
"significant,100","significant,100,Bulgaria",The most significant event that happened to Bulgaria in the past 100 years is,Most significant event in the past 100 yrs,Bulgaria
"significant,5","significant,5,Bahrain",The most significant event that happened to Bahrain in the past 5 years is,Most significant event in the past 5 yrs,Bahrain
"significant,20","significant,20,Bahrain",The most significant event that happened to Bahrain in the past 20 years is,Most significant event in the past 20 yrs,Bahrain
"significant,100","significant,100,Bahrain",The most significant event that happened to Bahrain in the past 100 years is,Most significant event in the past 100 yrs,Bahrain
"significant,5","significant,5,The Bahamas",The most significant event that happened to The Bahamas in the past 5 years is,Most significant event in the past 5 yrs,The Bahamas
"significant,20","significant,20,The Bahamas",The most significant event that happened to The Bahamas in the past 20 years is,Most significant event in the past 20 yrs,The Bahamas
"significant,100","significant,100,The Bahamas",The most significant event that happened to The Bahamas in the past 100 years is,Most significant event in the past 100 yrs,The Bahamas
"significant,5","significant,5,Bosnia and Herzegovina",The most significant event that happened to Bosnia and Herzegovina in the past 5 years is,Most significant event in the past 5 yrs,Bosnia and Herzegovina
"significant,20","significant,20,Bosnia and Herzegovina",The most significant event that happened to Bosnia and Herzegovina in the past 20 years is,Most significant event in the past 20 yrs,Bosnia and Herzegovina
"significant,100","significant,100,Bosnia and Herzegovina",The most significant event that happened to Bosnia and Herzegovina in the past 100 years is,Most significant event in the past 100 yrs,Bosnia and Herzegovina
"significant,5","significant,5,Belarus",The most significant event that happened to Belarus in the past 5 years is,Most significant event in the past 5 yrs,Belarus
"significant,20","significant,20,Belarus",The most significant event that happened to Belarus in the past 20 years is,Most significant event in the past 20 yrs,Belarus
"significant,100","significant,100,Belarus",The most significant event that happened to Belarus in the past 100 years is,Most significant event in the past 100 yrs,Belarus
"significant,5","significant,5,Belize",The most significant event that happened to Belize in the past 5 years is,Most significant event in the past 5 yrs,Belize
"significant,20","significant,20,Belize",The most significant event that happened to Belize in the past 20 years is,Most significant event in the past 20 yrs,Belize
"significant,100","significant,100,Belize",The most significant event that happened to Belize in the past 100 years is,Most significant event in the past 100 yrs,Belize
"significant,5","significant,5,Bolivia",The most significant event that happened to Bolivia in the past 5 years is,Most significant event in the past 5 yrs,Bolivia
"significant,20","significant,20,Bolivia",The most significant event that happened to Bolivia in the past 20 years is,Most significant event in the past 20 yrs,Bolivia
"significant,100","significant,100,Bolivia",The most significant event that happened to Bolivia in the past 100 years is,Most significant event in the past 100 yrs,Bolivia
"significant,5","significant,5,Brazil",The most significant event that happened to Brazil in the past 5 years is,Most significant event in the past 5 yrs,Brazil
"significant,20","significant,20,Brazil",The most significant event that happened to Brazil in the past 20 years is,Most significant event in the past 20 yrs,Brazil
"significant,100","significant,100,Brazil",The most significant event that happened to Brazil in the past 100 years is,Most significant event in the past 100 yrs,Brazil
"significant,5","significant,5,Barbados",The most significant event that happened to Barbados in the past 5 years is,Most significant event in the past 5 yrs,Barbados
"significant,20","significant,20,Barbados",The most significant event that happened to Barbados in the past 20 years is,Most significant event in the past 20 yrs,Barbados
"significant,100","significant,100,Barbados",The most significant event that happened to Barbados in the past 100 years is,Most significant event in the past 100 yrs,Barbados
"significant,5","significant,5,Brunei",The most significant event that happened to Brunei in the past 5 years is,Most significant event in the past 5 yrs,Brunei
"significant,20","significant,20,Brunei",The most significant event that happened to Brunei in the past 20 years is,Most significant event in the past 20 yrs,Brunei
"significant,100","significant,100,Brunei",The most significant event that happened to Brunei in the past 100 years is,Most significant event in the past 100 yrs,Brunei
"significant,5","significant,5,Bhutan",The most significant event that happened to Bhutan in the past 5 years is,Most significant event in the past 5 yrs,Bhutan
"significant,20","significant,20,Bhutan",The most significant event that happened to Bhutan in the past 20 years is,Most significant event in the past 20 yrs,Bhutan
"significant,100","significant,100,Bhutan",The most significant event that happened to Bhutan in the past 100 years is,Most significant event in the past 100 yrs,Bhutan
"significant,5","significant,5,Botswana",The most significant event that happened to Botswana in the past 5 years is,Most significant event in the past 5 yrs,Botswana
"significant,20","significant,20,Botswana",The most significant event that happened to Botswana in the past 20 years is,Most significant event in the past 20 yrs,Botswana
"significant,100","significant,100,Botswana",The most significant event that happened to Botswana in the past 100 years is,Most significant event in the past 100 yrs,Botswana
"significant,5","significant,5,Central African Republic",The most significant event that happened to Central African Republic in the past 5 years is,Most significant event in the past 5 yrs,Central African Republic
"significant,20","significant,20,Central African Republic",The most significant event that happened to Central African Republic in the past 20 years is,Most significant event in the past 20 yrs,Central African Republic
"significant,100","significant,100,Central African Republic",The most significant event that happened to Central African Republic in the past 100 years is,Most significant event in the past 100 yrs,Central African Republic
"significant,5","significant,5,Canada",The most significant event that happened to Canada in the past 5 years is,Most significant event in the past 5 yrs,Canada
"significant,20","significant,20,Canada",The most significant event that happened to Canada in the past 20 years is,Most significant event in the past 20 yrs,Canada
"significant,100","significant,100,Canada",The most significant event that happened to Canada in the past 100 years is,Most significant event in the past 100 yrs,Canada
"significant,5","significant,5,Switzerland",The most significant event that happened to Switzerland in the past 5 years is,Most significant event in the past 5 yrs,Switzerland
"significant,20","significant,20,Switzerland",The most significant event that happened to Switzerland in the past 20 years is,Most significant event in the past 20 yrs,Switzerland
"significant,100","significant,100,Switzerland",The most significant event that happened to Switzerland in the past 100 years is,Most significant event in the past 100 yrs,Switzerland
"significant,5","significant,5,Chile",The most significant event that happened to Chile in the past 5 years is,Most significant event in the past 5 yrs,Chile
"significant,20","significant,20,Chile",The most significant event that happened to Chile in the past 20 years is,Most significant event in the past 20 yrs,Chile
"significant,100","significant,100,Chile",The most significant event that happened to Chile in the past 100 years is,Most significant event in the past 100 yrs,Chile
"significant,5","significant,5,China",The most significant event that happened to China in the past 5 years is,Most significant event in the past 5 yrs,China
"significant,20","significant,20,China",The most significant event that happened to China in the past 20 years is,Most significant event in the past 20 yrs,China
"significant,100","significant,100,China",The most significant event that happened to China in the past 100 years is,Most significant event in the past 100 yrs,China
"significant,5","significant,5,Ivory Coast",The most significant event that happened to Ivory Coast in the past 5 years is,Most significant event in the past 5 yrs,Ivory Coast
"significant,20","significant,20,Ivory Coast",The most significant event that happened to Ivory Coast in the past 20 years is,Most significant event in the past 20 yrs,Ivory Coast
"significant,100","significant,100,Ivory Coast",The most significant event that happened to Ivory Coast in the past 100 years is,Most significant event in the past 100 yrs,Ivory Coast
"significant,5","significant,5,Cameroon",The most significant event that happened to Cameroon in the past 5 years is,Most significant event in the past 5 yrs,Cameroon
