type,question_id,question,button_name,country
"significant,100","significant,100,Dominican Republic",What is the most significant event that happened in Dominican Republic in the past 100 years?,Most significant event in the past 100 yrs,Dominican Republic
"significant,5","significant,5,Algeria",What is the most significant event that happened in Algeria in the past 5 years?,Most significant event in the past 5 yrs,Algeria
"significant,20","significant,20,Algeria",What is the most significant event that happened in Algeria in the past 20 years?,Most significant event in the past 20 yrs,Algeria
"significant,100","significant,100,Algeria",What is the most significant event that happened in Algeria in the past 100 years?,Most significant event in the past 100 yrs,Algeria
"significant,5","significant,5,Ecuador",What is the most significant event that happened in Ecuador in the past 5 years?,Most significant event in the past 5 yrs,Ecuador
"significant,20","significant,20,Ecuador",What is the most significant event that happened in Ecuador in the past 20 years?,Most significant event in the past 20 yrs,Ecuador
"significant,100","significant,100,Ecuador",What is the most significant event that happened in Ecuador in the past 100 years?,Most significant event in the past 100 yrs,Ecuador
"significant,5","significant,5,Egypt",What is the most significant event that happened in Egypt in the past 5 years?,Most significant event in the past 5 yrs,Egypt
"significant,20","significant,20,Egypt",What is the most significant event that happened in Egypt in the past 20 years?,Most significant event in the past 20 yrs,Egypt
"significant,100","significant,100,Egypt",What is the most significant event that happened in Egypt in the past 100 years?,Most significant event in the past 100 yrs,Egypt
"significant,5","significant,5,Eritrea",What is the most significant event that happened in Eritrea in the past 5 years?,Most significant event in the past 5 yrs,Eritrea
"significant,20","significant,20,Eritrea",What is the most significant event that happened in Eritrea in the past 20 years?,Most significant event in the past 20 yrs,Eritrea
"significant,100","significant,100,Eritrea",What is the most significant event that happened in Eritrea in the past 100 years?,Most significant event in the past 100 yrs,Eritrea
"significant,5","significant,5,Spain",What is the most significant event that happened in Spain in the past 5 years?,Most significant event in the past 5 yrs,Spain
"significant,20","significant,20,Spain",What is the most significant event that happened in Spain in the past 20 years?,Most significant event in the past 20 yrs,Spain
"significant,100","significant,100,Spain",What is the most significant event that happened in Spain in the past 100 years?,Most significant event in the past 100 yrs,Spain
"significant,5","significant,5,Estonia",What is the most significant event that happened in Estonia in the past 5 years?,Most significant event in the past 5 yrs,Estonia
"significant,20","significant,20,Estonia",What is the most significant event that happened in Estonia in the past 20 years?,Most significant event in the past 20 yrs,Estonia
"significant,100","significant,100,Estonia",What is the most significant event that happened in Estonia in the past 100 years?,Most significant event in the past 100 yrs,Estonia
"significant,5","significant,5,Ethiopia",What is the most significant event that happened in Ethiopia in the past 5 years?,Most significant event in the past 5 yrs,Ethiopia
"significant,20","significant,20,Ethiopia",What is the most significant event that happened in Ethiopia in the past 20 years?,Most significant event in the past 20 yrs,Ethiopia
"significant,100","significant,100,Ethiopia",What is the most significant event that happened in Ethiopia in the past 100 years?,Most significant event in the past 100 yrs,Ethiopia
"significant,5","significant,5,Fiji",What is the most significant event that happened in Fiji in the past 5 years?,Most significant event in the past 5 yrs,Fiji
"significant,20","significant,20,Fiji",What is the most significant event that happened in Fiji in the past 20 years?,Most significant event in the past 20 yrs,Fiji
"significant,100","significant,100,Fiji",What is the most significant event that happened in Fiji in the past 100 years?,Most significant event in the past 100 yrs,Fiji
"significant,5","significant,5,Federated States of Micronesia",What is the most significant event that happened in Federated States of Micronesia in the past 5 years?,Most significant event in the past 5 yrs,Federated States of Micronesia
"significant,20","significant,20,Federated States of Micronesia",What is the most significant event that happened in Federated States of Micronesia in the past 20 years?,Most significant event in the past 20 yrs,Federated States of Micronesia
"significant,100","significant,100,Federated States of Micronesia",What is the most significant event that happened in Federated States of Micronesia in the past 100 years?,Most significant event in the past 100 yrs,Federated States of Micronesia
"significant,5","significant,5,Gabon",What is the most significant event that happened in Gabon in the past 5 years?,Most significant event in the past 5 yrs,Gabon
"significant,20","significant,20,Gabon",What is the most significant event that happened in Gabon in the past 20 years?,Most significant event in the past 20 yrs,Gabon
"significant,100","significant,100,Gabon",What is the most significant event that happened in Gabon in the past 100 years?,Most significant event in the past 100 yrs,Gabon
"significant,5","significant,5,Georgia",What is the most significant event that happened in Georgia in the past 5 years?,Most significant event in the past 5 yrs,Georgia
"significant,20","significant,20,Georgia",What is the most significant event that happened in Georgia in the past 20 years?,Most significant event in the past 20 yrs,Georgia
"significant,100","significant,100,Georgia",What is the most significant event that happened in Georgia in the past 100 years?,Most significant event in the past 100 yrs,Georgia
"significant,5","significant,5,Ghana",What is the most significant event that happened in Ghana in the past 5 years?,Most significant event in the past 5 yrs,Ghana
